id,employee_id,event_id,vehicle_id,arrived_at
5748,9947,7910,4697,2025-01-05 05:54:38.627550
5749,564,2726,7877,2025-01-06 03:17:21.692766
5750,2619,8921,9241,2025-01-03 19:23:11.420811
5751,2987,5944,9726,2025-01-01 12:24:53.547761
5752,4543,5040,6012,2025-01-01 18:13:10.721840
5753,6515,6795,4676,2025-01-03 22:53:57.109665
5754,4305,4489,6880,2025-01-07 04:23:01.046652
5755,9078,2311,9816,2025-01-05 00:31:17.600199
5756,4138,4309,2279,2025-01-04 02:55:13.522845
5757,7716,5448,3874,2025-01-07 12:24:42.271025
5758,620,862,8610,2025-01-01 10:04:04.856121
5759,7456,9729,7079,2025-01-03 17:29:27.905202
5760,6538,9119,9534,2025-01-01 02:04:46.700693
5761,4476,1374,234,2025-01-09 02:11:07.606586
5762,4544,7502,3535,2025-01-07 12:40:29.768781
5763,9855,428,5563,2025-01-03 22:40:32.686590
5764,2366,7248,432,2025-01-06 05:24:39.414822
5765,2282,8515,7525,2025-01-04 08:06:18.863681
5766,4546,5867,7056,2025-01-07 23:56:03.092326
5767,4115,8168,925,2025-01-03 08:52:59.027608
5768,2804,5182,893,2025-01-06 08:32:58.461228
5769,2644,9926,104,2025-01-06 23:18:38.864709
5770,3550,390,7461,2025-01-09 04:39:17.893412
5771,7101,3622,3981,2025-01-03 05:40:50.633527
5772,7663,9850,2619,2025-01-04 16:10:48.576598
5773,7571,5227,5954,2025-01-02 19:04:44.332652
5774,9866,5693,9515,2025-01-09 01:51:01.688242
5775,5864,7727,2977,2025-01-03 13:44:38.424213
5776,840,1613,2710,2025-01-04 18:41:14.147927
5777,898,1389,7308,2025-01-05 16:21:21.545091
5778,1353,698,8900,2025-01-01 11:18:23.041815
5779,4409,7006,4111,2025-01-08 09:10:08.532994
5780,4415,569,7418,2025-01-05 17:17:15.045902
5781,7448,6392,5888,2025-01-04 00:46:32.372063
5782,6008,6027,8830,2025-01-08 22:22:38.936938
5783,4673,2129,919,2025-01-08 06:56:59.997769
5784,3776,2916,7595,2025-01-04 16:00:16.844850
5785,7836,131,1480,2025-01-05 23:08:56.502074
5786,8269,4188,1517,2025-01-07 23:53:18.502062
5787,4426,3865,2781,2025-01-09 04:07:15.969026
5788,7654,6116,5945,2025-01-02 12:05:29.277064
5789,1599,581,9817,2025-01-04 23:39:19.175207
5790,5238,1367,4773,2025-01-05 05:05:33.232078
5791,2801,1178,9102,2025-01-08 20:48:52.781162
5792,7680,8805,9123,2025-01-01 01:40:37.075979
5793,219,2002,6515,2025-01-02 05:58:26.571405
5794,7526,2138,5035,2025-01-06 21:06:01.608442
5795,6975,399,5163,2025-01-05 18:07:08.150013
5796,6138,6790,3978,2025-01-02 23:07:22.859495
5797,1696,2861,2140,2025-01-01 10:50:40.092707
5798,7182,1932,780,2025-01-02 12:28:13.928681
5799,2339,4064,5455,2025-01-08 07:57:06.544192
5800,1738,7680,5866,2025-01-05 13:49:39.847926
5801,8278,984,8789,2025-01-04 05:29:07.326972
5802,5075,619,4841,2025-01-08 23:19:47.147696
5803,5651,3838,9574,2025-01-01 05:42:18.690924
5804,6697,5661,8602,2025-01-01 09:58:00.674300
5805,4700,9699,7232,2025-01-03 18:46:19.993655
5806,1874,1787,8976,2025-01-02 08:01:09.948966
5807,209,2827,1824,2025-01-05 04:51:19.187849
5808,9181,7820,6,2025-01-08 07:06:37.543646
5809,7779,2790,4453,2025-01-05 17:23:11.191071
5810,7831,9198,2857,2025-01-08 23:03:07.902023
5811,3226,703,1988,2025-01-04 09:14:07.739089
5812,5860,993,3005,2025-01-01 06:16:18.294602
5813,991,8605,9457,2025-01-05 11:07:02.034622
5814,3854,6750,7506,2025-01-03 02:57:24.768675
5815,3963,8637,6231,2025-01-05 18:10:43.531175
5816,5883,9942,407,2025-01-04 09:12:19.043093
5817,9342,9881,9595,2025-01-06 13:43:56.715356
5818,4058,1508,8559,2025-01-07 00:34:22.467599
5819,8913,4409,9584,2025-01-05 08:28:23.079287
5820,551,7948,9523,2025-01-04 11:46:36.145022
5821,4089,1235,5819,2025-01-04 06:10:46.591705
5822,307,6120,3485,2025-01-04 14:08:36.258677
5823,8779,7507,8130,2025-01-01 17:11:30.307133
5824,612,4646,4669,2025-01-07 22:26:36.689517
5825,5723,9885,217,2025-01-03 13:09:03.163005
5826,4161,4664,1804,2025-01-06 02:09:12.939362
5827,6178,6844,5540,2025-01-07 09:46:57.695044
5828,4811,9177,7306,2025-01-04 05:35:37.296215
5829,8342,165,3168,2025-01-08 21:25:40.775291
5830,4196,9427,5801,2025-01-07 16:48:32.781742
5831,8174,7583,3308,2025-01-04 01:21:34.102830
5832,5415,8493,4908,2025-01-05 23:23:34.997562
5833,8541,6566,9015,2025-01-08 08:28:16.727696
5834,5005,3664,7018,2025-01-02 03:33:56.721753
5835,7824,2840,5895,2025-01-04 17:54:59.019100
5836,6761,7724,1944,2025-01-08 23:13:24.524383
5837,844,278,345,2025-01-01 21:58:01.974523
5838,3175,9253,7762,2025-01-06 15:26:36.826046
5839,1066,7109,8528,2025-01-01 06:08:24.785753
5840,7691,3423,9820,2025-01-03 22:47:52.153964
5841,3141,2741,3882,2025-01-07 11:50:49.880243
5842,4467,279,4260,2025-01-07 16:24:52.131012
5843,4782,6362,4986,2025-01-06 02:29:18.723111
5844,847,2183,4175,2025-01-06 13:36:49.622253
5845,4394,7618,2552,2025-01-01 09:41:55.027322
5846,1681,3286,8252,2025-01-05 15:10:35.748491
5847,2488,1244,4357,2025-01-07 11:53:39.485290
5848,6414,7555,9590,2025-01-07 11:14:12.934324
5849,7997,3835,9829,2025-01-07 08:44:04.342404
5850,1255,8080,9130,2025-01-08 08:03:56.490964
5851,8088,3744,4893,2025-01-02 22:53:02.799901
5852,9059,3070,3478,2025-01-06 18:59:42.998878
5853,7775,1132,1807,2025-01-02 20:44:51.557773
5854,3195,790,7060,2025-01-01 20:38:24.908943
5855,6669,2557,1458,2025-01-05 20:35:05.602010
5856,9842,1086,2809,2025-01-07 17:16:19.646858
5857,8221,6177,3469,2025-01-03 00:14:23.846077
5858,5487,1110,9923,2025-01-03 08:32:00.468140
5859,7515,2322,7534,2025-01-03 17:35:43.072898
5860,9838,5418,8736,2025-01-04 04:12:32.972090
5861,5437,5846,9113,2025-01-02 20:42:26.930609
5862,8752,7009,1309,2025-01-04 05:01:58.778594
5863,897,6744,1153,2025-01-08 10:28:28.751485
5864,5368,1765,6716,2025-01-01 19:12:27.847629
5865,8710,4432,7376,2025-01-08 14:46:55.471663
5866,8029,2989,6898,2025-01-09 02:23:42.592632
5867,8240,2368,2208,2025-01-04 00:23:45.992789
5868,6580,4743,6837,2025-01-07 08:47:35.177551
5869,7827,8972,7983,2025-01-01 12:46:10.097662
5870,6227,145,759,2025-01-03 09:15:54.758494
5871,4886,9664,8280,2025-01-01 08:00:48.949364
5872,6736,9814,1990,2025-01-06 21:46:53.391460
5873,2461,9617,7979,2025-01-08 08:08:40.864436
5874,3096,4083,8092,2025-01-01 11:35:12.433453
5875,778,1681,9880,2025-01-06 22:59:55.198663
5876,1230,2150,1870,2025-01-06 01:21:36.428839
5877,7477,8268,8451,2025-01-02 10:58:35.344501
5878,4544,4201,6618,2025-01-03 07:40:19.729238
5879,5206,6517,6505,2025-01-05 10:14:02.261683
5880,2031,5276,1227,2025-01-01 17:40:25.665295
5881,4902,9388,8201,2025-01-04 20:11:59.111127
5882,2496,2235,6657,2025-01-03 10:51:48.402821
5883,4769,4822,9886,2025-01-09 02:34:04.748067
5884,1486,9407,9345,2025-01-03 04:31:36.284466
5885,3841,504,8673,2025-01-04 19:24:38.155118
5886,795,5517,9629,2025-01-03 15:52:45.684814
5887,5079,5702,1264,2025-01-01 07:33:26.602692
5888,2050,5050,6705,2025-01-05 00:21:10.351040
5889,2931,5661,4645,2025-01-07 09:02:04.259875
5890,262,9593,3778,2025-01-04 08:27:23.271897
5891,9915,8197,2822,2025-01-01 15:59:02.435875
5892,1265,9715,5087,2025-01-07 03:19:25.468465
5893,5776,4582,5278,2025-01-01 01:06:33.764791
5894,7012,4356,515,2025-01-06 13:24:13.506583
5895,2628,9361,8590,2025-01-08 05:17:57.578020
5896,7569,1763,6502,2025-01-05 23:27:07.146727
5897,5701,9627,8260,2025-01-03 16:23:48.758402
5898,4849,896,2557,2025-01-05 05:40:12.961272
5899,3732,8080,2490,2025-01-08 03:27:43.213175
5900,8722,7781,1246,2025-01-05 12:00:40.819710
5901,7243,5227,9553,2025-01-07 14:53:39.874102
5902,2842,7953,5857,2025-01-06 09:58:26.296868
5903,4568,4248,9723,2025-01-08 22:34:05.566915
5904,587,493,2656,2025-01-09 07:50:49.497849
5905,470,8725,8144,2025-01-04 22:46:54.309103
5906,2964,4233,8179,2025-01-05 10:57:13.820794
5907,4923,4679,7749,2025-01-04 01:02:44.432652
5908,576,9688,8007,2025-01-01 08:42:34.301016
5909,6071,4933,293,2025-01-02 06:28:32.457735
5910,8017,2452,5815,2025-01-07 00:25:59.420966
5911,3280,1489,8513,2025-01-03 06:20:12.769049
5912,8746,1306,8081,2025-01-07 06:13:58.935068
5913,1350,7372,7329,2025-01-07 01:32:24.068157
5914,8737,6998,3242,2025-01-05 12:17:21.258880
5915,8467,6111,2668,2025-01-06 08:38:47.835297
5916,650,413,50,2025-01-02 06:46:44.460168
5917,7194,7133,3557,2025-01-07 12:26:41.085120
5918,4987,5720,2872,2025-01-03 08:22:53.598704
5919,3773,2135,4317,2025-01-07 20:27:33.587986
5920,9850,3276,320,2025-01-08 07:12:06.874765
5921,990,3566,5042,2025-01-09 00:08:22.140768
5922,6850,1319,7336,2025-01-06 14:59:45.893695
5923,5309,8023,8309,2025-01-02 06:08:17.505898
5924,6693,7324,7348,2025-01-07 13:35:51.195195
5925,3998,3781,1911,2025-01-02 06:13:07.785631
5926,4583,9522,3491,2025-01-07 04:21:30.909399
5927,4605,1450,7643,2025-01-08 11:44:02.508817
5928,8961,972,2309,2025-01-02 03:23:57.975973
5929,4683,1357,1939,2025-01-06 00:06:13.618706
5930,1485,5000,4422,2025-01-07 02:16:31.925864
5931,6763,9503,1482,2025-01-05 12:35:20.035501
5932,4460,6317,4031,2025-01-05 11:06:14.465404
5933,7693,9708,1953,2025-01-03 16:15:23.837849
5934,8745,7718,7209,2025-01-02 18:08:04.797710
5935,3373,800,3844,2025-01-02 17:09:06.017160
5936,362,5532,4088,2025-01-07 10:39:59.197009
5937,811,2419,284,2025-01-05 15:35:18.809203
5938,7252,8478,1977,2025-01-06 01:11:31.361880
5939,4180,4832,1145,2025-01-05 21:29:07.466562
5940,4131,7869,7540,2025-01-07 14:14:59.526795
5941,3138,5081,5613,2025-01-01 04:23:22.964431
5942,3744,1883,1753,2025-01-01 23:49:49.921098
5943,559,1391,8146,2025-01-03 12:24:43.347877
5944,2082,9407,2026,2025-01-02 11:00:31.467880
5945,6420,7143,4586,2025-01-09 03:04:56.693890
5946,2372,8222,7985,2025-01-08 03:18:37.071079
5947,1228,6963,5862,2025-01-07 19:34:50.600301
5948,7171,1343,7337,2025-01-01 07:03:05.350933
5949,1052,5202,5098,2025-01-07 12:21:26.568899
5950,11,9545,2165,2025-01-03 20:35:22.961130
5951,9144,5936,9688,2025-01-04 00:38:47.597906
5952,3471,347,1261,2025-01-01 08:04:45.200284
5953,5128,6152,4076,2025-01-08 04:42:07.441493
5954,9837,3702,1070,2025-01-02 21:16:19.637429
5955,5658,9577,3779,2025-01-07 02:34:08.794727
5956,7230,9074,2645,2025-01-05 05:16:27.974721
5957,8254,7494,1720,2025-01-01 12:00:26.099167
5958,2036,4125,394,2025-01-03 14:24:07.912072
5959,175,1869,967,2025-01-05 18:29:35.789851
5960,3633,5673,3156,2025-01-06 14:50:56.496366
5961,7966,9661,8717,2025-01-08 11:16:54.138399
5962,6860,8991,5566,2025-01-03 00:39:38.819098
5963,551,5301,1848,2025-01-05 09:51:45.709293
5964,2887,573,1236,2025-01-08 13:26:58.115847
5965,8446,2405,8372,2025-01-01 10:44:28.462398
5966,843,1798,1065,2025-01-08 13:48:00.456948
5967,1068,8283,9335,2025-01-01 07:23:44.948029
5968,8463,9823,3702,2025-01-07 09:32:17.511828
5969,9343,9007,1594,2025-01-04 14:44:39.660174
5970,8117,4132,4571,2025-01-06 20:11:09.778670
5971,3830,5796,423,2025-01-01 15:13:57.251217
5972,9874,5062,3093,2025-01-04 03:56:22.895702
5973,5890,9264,3491,2025-01-01 09:47:20.174276
5974,3142,8815,9725,2025-01-04 13:17:45.463791
5975,7203,1243,8476,2025-01-09 09:05:20.799795
5976,9171,6610,8125,2025-01-05 02:27:47.914675
5977,2197,8175,4374,2025-01-02 13:14:19.676769
5978,4387,5342,6554,2025-01-01 07:09:14.097086
5979,5469,6386,8022,2025-01-03 10:39:20.188606
5980,8731,738,3041,2025-01-09 07:32:12.465118
5981,4550,6125,7110,2025-01-03 15:39:45.382893
5982,4689,3776,6070,2025-01-07 10:22:33.221648
5983,5711,2445,2169,2025-01-02 10:36:26.267004
5984,1156,4761,6609,2025-01-03 05:41:48.750128
5985,2265,9007,1441,2025-01-02 22:45:17.552182
5986,7186,5268,1862,2025-01-05 14:40:59.566232
5987,261,5878,3558,2025-01-04 23:22:33.556056
5988,4040,2446,6767,2025-01-03 11:28:56.176059
5989,3109,5713,7396,2025-01-05 05:16:55.812074
5990,2697,4921,1310,2025-01-02 19:37:46.155357
5991,7469,637,3607,2025-01-05 23:49:01.856411
5992,6819,8252,1754,2025-01-06 10:23:14.346638
5993,7598,6479,9512,2025-01-09 06:17:46.259825
5994,2035,8251,7006,2025-01-02 20:42:59.643089
5995,3948,7356,8538,2025-01-03 19:06:14.582867
5996,9087,7084,3964,2025-01-08 02:32:08.938622
5997,6666,971,3853,2025-01-02 09:47:19.716313
5998,9096,9837,3872,2025-01-04 14:26:56.090087
5999,7954,4971,4140,2025-01-03 01:06:21.630368
6000,5781,5290,5053,2025-01-05 17:12:36.248434
6001,4188,3302,4981,2025-01-05 02:52:07.626838
6002,178,5726,8530,2025-01-01 12:28:57.420668
6003,8533,3931,6750,2025-01-03 11:00:37.347429
6004,9471,2533,2469,2025-01-07 23:26:04.616874
6005,794,3934,8251,2025-01-03 14:04:28.779415
6006,1178,822,7971,2025-01-06 22:08:57.609834
6007,8741,4276,4120,2025-01-05 15:04:56.215491
6008,3647,4559,263,2025-01-08 22:20:13.098102
6009,2963,3136,7596,2025-01-01 05:47:23.241463
6010,3468,5364,9743,2025-01-02 07:55:46.034663
6011,1108,7082,2048,2025-01-06 06:58:08.925359
6012,1576,2744,2775,2025-01-08 18:17:38.817630
6013,3221,7678,1299,2025-01-05 05:37:58.150747
6014,3271,3893,5923,2025-01-04 16:49:00.416266
6015,9587,1454,3547,2025-01-03 06:48:29.678928
6016,6755,9726,4264,2025-01-07 02:42:30.345124
6017,8422,6513,8765,2025-01-05 04:25:13.089080
6018,6658,2492,5563,2025-01-06 20:11:05.938004
6019,5896,2879,7896,2025-01-01 01:57:02.132674
6020,9275,4012,924,2025-01-02 07:36:20.651555
6021,9143,7217,8504,2025-01-05 01:32:10.494833
6022,7937,4407,3894,2025-01-04 01:39:29.624291
6023,8427,3444,8080,2025-01-08 22:45:50.535753
6024,9045,3110,955,2025-01-08 07:42:24.681135
6025,850,6860,2517,2025-01-09 10:28:16.881041
6026,1135,5775,4540,2025-01-05 20:18:44.034783
6027,957,633,678,2025-01-09 06:00:16.665277
6028,3037,3562,9433,2025-01-08 18:30:37.324294
6029,1007,2832,2646,2025-01-07 07:31:52.477400
6030,3268,9884,7658,2025-01-04 05:11:11.978305
6031,838,1143,9058,2025-01-01 21:42:16.394029
6032,9014,5255,9887,2025-01-04 15:23:48.891698
6033,7185,9848,6233,2025-01-06 08:29:12.442220
6034,8220,5767,7435,2025-01-05 18:43:42.209184
6035,4013,9833,712,2025-01-04 16:06:43.743498
6036,8814,3143,7898,2025-01-04 00:00:49.138375
6037,6285,88,4334,2025-01-04 03:18:13.806837
6038,3460,7713,8172,2025-01-01 06:15:02.616704
6039,2256,3041,3635,2025-01-06 18:36:56.782639
6040,1017,9817,8793,2025-01-09 05:57:07.623611
6041,7085,3087,9695,2025-01-01 11:16:23.048319
6042,7198,8654,9409,2025-01-07 04:49:15.361120
6043,4403,1222,9771,2025-01-05 11:01:49.938454
6044,214,5754,8398,2025-01-06 06:21:21.123867
6045,1980,5518,954,2025-01-04 00:02:29.136326
6046,3704,7469,9251,2025-01-04 09:14:38.770138
6047,3755,9286,7290,2025-01-04 23:14:11.445378
6048,5441,4829,6169,2025-01-02 02:40:36.245786
6049,2109,784,9297,2025-01-03 02:23:15.488583
6050,2763,9704,2937,2025-01-09 08:57:19.408576
6051,4785,3654,6073,2025-01-04 21:55:10.616429
6052,4000,8402,6261,2025-01-02 17:08:04.105176
6053,2962,3004,3113,2025-01-04 21:20:25.570737
6054,7111,5502,9761,2025-01-05 13:10:34.184712
6055,7856,556,9288,2025-01-03 14:33:08.745670
6056,4911,1197,9857,2025-01-02 09:13:52.837487
6057,3929,7665,9511,2025-01-02 12:00:13.098357
6058,4528,4539,5284,2025-01-02 16:46:13.823878
6059,1893,2851,5050,2025-01-06 21:20:44.223485
6060,1086,1209,3394,2025-01-02 11:55:59.836963
6061,2687,5380,4475,2025-01-09 07:55:23.352524
6062,7578,5800,2284,2025-01-09 08:33:39.823020
6063,7465,9898,5718,2025-01-06 00:14:15.325597
6064,4732,6164,9071,2025-01-04 15:11:28.728508
6065,756,1024,7210,2025-01-06 10:38:56.412242
6066,1530,3378,8124,2025-01-03 20:43:19.737075
6067,1877,7867,3167,2025-01-05 07:37:04.203801
6068,1025,1546,9287,2025-01-09 05:42:12.288903
6069,9380,3345,8971,2025-01-05 01:30:56.701183
6070,4721,741,479,2025-01-07 06:43:40.974642
6071,5160,3086,5645,2025-01-06 02:02:11.681778
6072,2739,6843,5757,2025-01-01 00:19:50.407632
6073,371,7284,6123,2025-01-04 14:53:37.531172
6074,7015,4851,693,2025-01-06 03:12:45.191023
6075,3069,1812,1388,2025-01-06 11:54:09.873323
6076,150,3658,9153,2025-01-03 08:09:14.482704
6077,3762,6494,6085,2025-01-04 02:46:45.847832
6078,9189,3101,6934,2025-01-04 04:07:45.685538
6079,9790,8729,5290,2025-01-05 20:29:27.255371
6080,9810,5932,4152,2025-01-08 19:01:18.234166
6081,6504,6100,5531,2025-01-06 11:17:44.444979
6082,9027,4762,7085,2025-01-07 20:24:53.122606
6083,1738,642,25,2025-01-08 05:41:51.539522
6084,1973,3838,2830,2025-01-08 12:37:54.986356
6085,6056,5465,9907,2025-01-07 23:14:58.467624
6086,8943,9808,8515,2025-01-09 10:49:58.123456
6087,4214,5001,3697,2025-01-01 23:40:11.834008
6088,4471,7552,8133,2025-01-07 04:51:27.170556
6089,7543,267,9690,2025-01-07 11:39:29.662730
6090,891,1863,4891,2025-01-01 13:05:35.186719
6091,7937,1079,8340,2025-01-07 14:08:29.498033
6092,5244,826,9522,2025-01-08 09:09:47.407436
6093,4539,4569,4623,2025-01-05 12:50:49.839529
6094,859,681,399,2025-01-01 03:43:17.598534
6095,7588,3020,112,2025-01-03 15:35:14.541003
6096,2567,5669,9784,2025-01-07 08:21:07.962410
6097,6962,7734,6772,2025-01-05 12:18:24.702094
6098,1820,1492,4124,2025-01-01 21:19:43.452392
6099,2228,9758,9287,2025-01-08 05:07:43.907485
6100,7892,216,2093,2025-01-07 05:24:47.580858
6101,7974,3161,5563,2025-01-04 00:26:24.444364
6102,1928,7624,6339,2025-01-09 02:02:44.862423
6103,179,4372,6012,2025-01-05 05:02:39.890480
6104,3495,4720,2662,2025-01-01 23:36:11.848391
6105,6908,4914,7513,2025-01-01 17:45:57.940927
6106,257,4978,1858,2025-01-04 09:25:50.824736
6107,3339,9598,7762,2025-01-02 02:50:17.638395
6108,3276,2093,8181,2025-01-06 23:05:27.572018
6109,2007,6892,6163,2025-01-04 15:52:33.200253
6110,471,2997,7706,2025-01-07 17:02:08.540954
6111,8280,9725,2391,2025-01-08 03:32:32.789485
6112,4953,210,2721,2025-01-07 11:50:18.409945
6113,4418,5087,6209,2025-01-04 13:07:46.022279
6114,7481,6631,2372,2025-01-05 00:13:26.250892
6115,6929,8294,5261,2025-01-03 20:25:32.786244
6116,2191,6989,6378,2025-01-07 20:37:54.418745
6117,4298,3189,6657,2025-01-03 18:43:22.014929
6118,9906,731,4036,2025-01-04 18:49:35.027626
6119,913,3106,1179,2025-01-07 15:27:14.515353
6120,9253,2013,6348,2025-01-07 17:36:29.203446
6121,7789,5241,149,2025-01-08 22:34:24.964088
6122,5537,2293,8099,2025-01-07 18:23:36.594392
6123,8193,3098,9413,2025-01-03 11:14:47.469687
6124,5598,7881,8980,2025-01-04 16:38:21.185139
6125,7114,4744,8353,2025-01-09 09:19:03.800434
6126,1784,9073,2201,2025-01-08 08:39:27.768938
6127,591,7452,1644,2025-01-07 04:45:15.679976
6128,2606,2817,2932,2025-01-01 07:56:48.368972
6129,507,436,9502,2025-01-08 02:12:16.227678
6130,506,3,4198,2025-01-06 09:06:51.419412
6131,8684,2393,8969,2025-01-05 15:24:53.012640
6132,1239,4650,7081,2025-01-06 19:50:58.522177
6133,94,8455,283,2025-01-02 10:40:44.037669
6134,7574,2105,9660,2025-01-07 05:43:23.790277
6135,6231,735,9916,2025-01-03 06:23:50.571063
6136,4650,2717,4542,2025-01-01 03:14:19.309858
6137,1878,8601,6167,2025-01-07 14:06:15.183667
6138,7811,6527,1930,2025-01-06 08:38:41.436576
6139,9260,3564,5498,2025-01-03 20:00:48.170058
6140,1981,3385,9847,2025-01-06 09:35:16.742608
6141,4043,2920,9547,2025-01-02 00:12:34.736949
6142,3900,3815,7933,2025-01-02 21:42:18.507664
6143,2401,7206,2860,2025-01-04 23:05:28.553221
6144,2915,540,2704,2025-01-04 08:37:12.231463
6145,1763,7874,77,2025-01-08 06:51:45.769117
6146,6794,2736,1601,2025-01-05 07:50:11.409865
6147,2670,1613,2598,2025-01-07 23:17:13.518445
6148,5507,5955,7914,2025-01-01 20:06:08.852778
6149,3975,7043,1952,2025-01-05 12:40:03.799673
6150,4989,1503,1156,2025-01-02 07:27:39.520172
6151,1964,3053,7983,2025-01-07 09:26:01.456393
6152,718,9656,4393,2025-01-01 22:22:12.897630
6153,8230,2185,905,2025-01-04 00:48:02.878726
6154,9385,8792,6973,2025-01-06 06:35:17.396315
6155,8917,9829,4369,2025-01-04 01:38:27.078474
6156,5637,333,246,2025-01-01 05:28:05.541571
6157,6976,1868,4716,2025-01-04 18:24:52.021708
6158,4257,7765,9321,2025-01-02 00:46:41.945487
6159,71,8445,6315,2025-01-06 18:13:48.396863
6160,9894,7777,9861,2025-01-07 06:54:08.541495
6161,6648,5052,3068,2025-01-04 06:30:23.804023
6162,7756,7034,3764,2025-01-08 01:07:42.296890
6163,1871,9761,7781,2025-01-09 01:12:54.881664
6164,1302,5595,8947,2025-01-04 23:30:24.689431
6165,1208,4788,6053,2025-01-04 20:33:00.278196
6166,132,7233,1181,2025-01-09 05:01:51.078818
6167,8285,1545,4654,2025-01-09 09:04:00.843552
6168,3507,1252,7119,2025-01-07 08:30:11.905355
6169,4401,8775,4359,2025-01-07 19:00:59.757978
6170,9538,6781,1996,2025-01-05 10:08:17.222070
6171,2220,670,2800,2025-01-06 11:54:50.793236
6172,5061,5868,1980,2025-01-04 23:06:29.055027
6173,299,3402,9548,2025-01-02 18:45:48.006112
6174,5555,5444,679,2025-01-03 21:02:08.617847
6175,9225,924,5824,2025-01-02 05:07:29.841342
6176,7914,3105,121,2025-01-02 09:14:32.291002
6177,4064,5239,3428,2025-01-01 02:31:48.734337
6178,9539,457,9880,2025-01-03 04:13:39.324307
6179,8768,7388,4019,2025-01-05 10:28:24.183603
6180,6067,6882,7097,2025-01-08 12:39:15.983543
6181,3181,1581,1848,2025-01-03 17:35:19.042495
6182,3310,8851,1935,2025-01-04 05:19:19.081998
6183,2763,2208,6699,2025-01-01 11:48:02.886990
6184,8124,3587,4854,2025-01-01 20:39:41.331571
6185,9687,8388,4067,2025-01-03 16:26:52.771039
6186,8855,7894,3560,2025-01-01 01:43:28.335004
6187,6725,149,5673,2025-01-08 10:32:20.893400
6188,5648,5928,9657,2025-01-06 22:57:36.840183
6189,4901,830,1451,2025-01-07 19:00:17.129729
6190,4036,6066,8020,2025-01-05 23:31:14.998267
6191,4217,2113,9885,2025-01-07 19:41:59.550784
6192,4931,7605,2063,2025-01-01 07:22:01.261967
6193,7704,5174,4182,2025-01-02 03:06:02.573884
6194,2,8764,8390,2025-01-04 23:42:22.886200
6195,2728,3969,9022,2025-01-05 21:57:24.228936
6196,9269,2043,5828,2025-01-06 13:55:09.168433
6197,7625,2831,847,2025-01-05 01:48:14.020634
6198,9580,6308,6443,2025-01-05 14:22:18.133544
6199,7896,1547,5958,2025-01-04 14:41:25.775159
6200,5776,2138,4722,2025-01-06 09:11:35.391247
6201,6849,4977,499,2025-01-07 16:11:14.096251
6202,6745,9472,9335,2025-01-08 20:49:17.163347
6203,9052,4613,4397,2025-01-05 01:35:35.609757
6204,2416,9434,1463,2025-01-06 10:53:50.007477
6205,8540,2344,502,2025-01-05 20:47:07.401938
6206,2099,6608,3625,2025-01-05 19:51:17.901605
6207,6539,8561,3631,2025-01-04 22:15:58.738403
6208,4198,9472,2343,2025-01-02 22:01:06.017741
6209,7824,4973,4058,2025-01-03 01:46:53.561687
6210,2751,753,1573,2025-01-02 22:32:02.359202
6211,9606,7393,4815,2025-01-06 14:11:15.455918
6212,2673,895,3665,2025-01-08 05:31:57.925533
6213,3692,7788,7438,2025-01-05 15:40:24.473622
6214,4334,7772,3659,2025-01-09 07:04:33.054402
6215,7109,2530,1858,2025-01-03 01:27:20.091827
6216,492,1804,7317,2025-01-03 13:42:00.680558
6217,2546,383,8731,2025-01-03 01:34:47.573382
6218,7717,5821,8177,2025-01-05 12:07:07.320231
6219,2185,7154,6147,2025-01-01 16:56:26.785078
6220,7028,3030,801,2025-01-02 19:00:28.985720
6221,2645,8798,1016,2025-01-05 12:18:56.302173
6222,6949,8064,6516,2025-01-04 20:19:11.253207
6223,4484,1740,2810,2025-01-03 16:19:53.153470
6224,6154,5805,2485,2025-01-02 10:27:20.265090
6225,561,6259,941,2025-01-04 10:01:37.067578
6226,311,6172,1821,2025-01-09 05:21:13.918063
6227,6596,1266,3335,2025-01-04 18:27:46.221964
6228,3388,2165,4091,2025-01-08 22:55:50.343767
6229,5511,3177,2659,2025-01-08 04:21:23.109196
6230,976,8758,4186,2025-01-03 12:25:39.429871
6231,9932,7226,2459,2025-01-02 07:24:10.009506
6232,3599,6700,6163,2025-01-01 22:09:35.447135
6233,2856,1183,4521,2025-01-02 14:39:44.877259
6234,3517,317,1623,2025-01-09 06:53:11.781442
6235,9163,1806,6712,2025-01-02 22:44:54.979755
6236,549,5800,9282,2025-01-01 15:13:44.765650
6237,4480,4570,9246,2025-01-03 17:10:50.276190
6238,4841,2215,8646,2025-01-07 05:33:55.924660
6239,1733,2694,6141,2025-01-01 19:23:20.508822
6240,6856,300,4805,2025-01-01 19:07:51.633269
6241,843,8712,3924,2025-01-05 20:19:51.615887
6242,2359,6259,8657,2025-01-04 21:59:10.937800
6243,9899,8420,2236,2025-01-03 12:47:23.455509
6244,126,385,9731,2025-01-06 18:09:33.994058
6245,7567,2522,7541,2025-01-05 11:05:37.795352
6246,7125,805,7207,2025-01-04 11:49:02.993441
6247,778,8308,7026,2025-01-08 20:24:31.349690
6248,7879,7325,2099,2025-01-04 03:43:01.119818
6249,1294,5777,6230,2025-01-01 03:04:58.922601
6250,5577,5905,8237,2025-01-08 04:47:36.682754
6251,9592,3227,3328,2025-01-03 00:42:57.894135
