id,event_id,result
4451,3214,виявлено відкриті двері
4452,5001,виявлено відкриту люк
4453,9014,пожежа
4454,4919,проникнення на об'єкт
4455,8502,проникнення на об'єкт
4456,6038,проникнення
4457,9354,виявлено витік палива
4458,15,виявлено витік води
4459,5588,виявлено відкриту кришку
4460,1475,виявлено відкриту кришку
4461,4427,проникнення в приміщення
4462,1468,виявлено відкриту кришку
4463,3312,проникнення
4464,6165,виявлено витік палива
4465,6238,проникнення
4466,6198,відсутність взлому
4467,141,виявлено взлом
4468,7035,виявлено відкрите вікно
4469,9118,проникнення на об'єкт
4470,1657,виявлено взлом
4471,269,проникнення в приміщення
4472,6700,виявлено витік води
4473,6878,виявлено витік газу
4474,9557,виявлено відкриту кришку
4475,5346,виявлено витік палива
4476,420,пожежа
4477,5938,проникнення на об'єкт
4478,5898,виявлено витік палива
4479,8061,виявлено відкрите вікно
4480,7338,виявлено витік рідини
4481,7278,виявлено відкриту люк
4482,7366,виявлено взлом
4483,1813,проникнення
4484,5680,виявлено витік палива
4485,9327,виявлено підпал
4486,2102,крадіжка
4487,802,виявлено взлом
4488,3947,виявлено відкритий люк
4489,6362,виявлено відкритий люк
4490,1912,виявлено підпал
4491,4757,виявлено відкрите вікно
4492,4072,виявлено відкриті двері
4493,7688,проникнення на територію
4494,7148,виявлено підпал
4495,6098,виявлено витік газу
4496,5157,виявлено підпал
4497,8163,пожежа
4498,1204,виявлено відкриту дверцята
4499,3668,виявлено відкрите вікно
4500,9898,виявлено відкриту кришку
4501,3936,проникнення в приміщення
4502,425,виявлено витік рідини
4503,9839,відсутність взлому
4504,9498,проникнення
4505,4127,крадіжка
4506,4151,крадіжка
4507,2731,виявлено відкриту кришку
4508,6091,проникнення на територію
4509,9228,пожежа
4510,7123,виявлено витік газу
4511,5501,виявлено відкриту кришку
4512,431,проникнення на об'єкт
4513,3895,виявлено відкритий люк
4514,2533,виявлено відкрите вікно
4515,9317,виявлено відкрите вікно
4516,6669,пожежа
4517,4326,виявлено відкриту люк
4518,9427,виявлено відкритий люк
4519,6829,виявлено взлом
4520,5802,виявлено відкриту кришку
4521,5420,проникнення в приміщення
4522,2878,відсутність взлому
4523,5250,пожежа
4524,1737,проникнення
4525,1830,проникнення на територію
4526,9759,проникнення на об'єкт
4527,184,пожежа
4528,6410,виявлено відкриту дверцята
4529,5144,відсутність взлому
4530,9620,виявлено взлом
4531,5444,виявлено відкриту дверцята
4532,5011,виявлено відкрите вікно
4533,5432,виявлено взлом
4534,9740,виявлено витік палива
4535,2181,проникнення на територію
4536,1624,пожежа
4537,5643,виявлено відкриті двері
4538,2781,виявлено відкриту дверцята
4539,3782,крадіжка
4540,755,виявлено витік води
4541,5707,проникнення
4542,2663,виявлено підпал
4543,7575,виявлено відкриті двері
4544,3747,виявлено відкритий люк
4545,2333,проникнення на об'єкт
4546,5681,виявлено відкриту люк
4547,9597,крадіжка
4548,8868,виявлено відкриту люк
4549,5315,проникнення
4550,136,виявлено підпал
4551,8236,пожежа
4552,9089,проникнення в приміщення
4553,5673,проникнення на об'єкт
4554,8326,виявлено відкритий люк
4555,9141,виявлено відкритий люк
4556,8619,проникнення
4557,3217,виявлено відкриту дверцята
4558,5231,крадіжка
4559,6367,виявлено відкриті двері
4560,6251,виявлено витік води
4561,5451,виявлено відкриту дверцята
4562,3090,пожежа
4563,3839,проникнення
4564,1922,проникнення
4565,4926,проникнення
4566,6736,виявлено відкриту люк
4567,7949,виявлено витік води
4568,9023,виявлено витік води
4569,376,виявлено відкрите вікно
4570,9039,виявлено відкрите вікно
4571,9632,проникнення на об'єкт
4572,13,крадіжка
4573,336,виявлено відкриті двері
4574,6889,виявлено відкриту кришку
4575,5223,проникнення
4576,8406,виявлено взлом
4577,4211,виявлено витік води
4578,9145,виявлено відкриту люк
4579,5244,виявлено витік води
4580,1321,виявлено підпал
4581,8103,виявлено витік води
4582,6354,виявлено відкриту дверцята
4583,239,виявлено відкритий люк
4584,6220,виявлено витік води
4585,6383,проникнення на територію
4586,4132,виявлено відкритий люк
4587,2651,крадіжка
4588,8017,виявлено відкриту дверцята
4589,4076,проникнення на територію
4590,2970,виявлено відкриту кришку
4591,1841,проникнення на територію
4592,3514,виявлено витік води
4593,9758,крадіжка
4594,392,виявлено відкриту дверцята
4595,5188,виявлено підпал
4596,2418,виявлено витік палива
4597,1547,проникнення
4598,7663,виявлено взлом
4599,7793,виявлено відкриту люк
4600,1315,виявлено витік рідини
4601,7623,виявлено витік палива
4602,4624,виявлено відкриту дверцята
4603,5890,виявлено відкриту кришку
4604,9741,виявлено витік води
4605,968,проникнення в приміщення
4606,8284,проникнення на об'єкт
4607,2205,пожежа
4608,155,виявлено відкриті двері
4609,8789,проникнення
4610,5633,виявлено відкрите вікно
4611,8705,виявлено витік води
4612,2913,виявлено відкриту кришку
4613,9615,виявлено відкрите вікно
4614,4889,виявлено взлом
4615,6089,виявлено відкрите вікно
4616,4291,проникнення на територію
4617,9678,проникнення в приміщення
4618,505,виявлено витік рідини
4619,6653,проникнення
4620,9178,виявлено відкрите вікно
4621,2080,виявлено відкриту кришку
4622,2397,крадіжка
4623,204,виявлено відкриту дверцята
4624,6513,крадіжка
4625,3464,виявлено відкриту люк
4626,369,проникнення в приміщення
4627,6219,виявлено взлом
4628,3134,виявлено відкриту дверцята
4629,4142,виявлено витік палива
4630,5306,виявлено витік води
4631,3329,проникнення
4632,2443,відсутність взлому
4633,1858,крадіжка
4634,7588,проникнення на об'єкт
4635,7657,виявлено відкриту дверцята
4636,2159,виявлено відкриту дверцята
4637,6565,виявлено підпал
4638,7037,проникнення в приміщення
4639,2163,проникнення на об'єкт
4640,8633,крадіжка
4641,8425,проникнення
4642,5211,виявлено витік води
4643,6650,проникнення
4644,5788,виявлено витік води
4645,3271,проникнення
4646,1786,проникнення на об'єкт
4647,5102,виявлено витік газу
4648,4572,проникнення в приміщення
4649,3642,виявлено витік палива
4650,2748,пожежа
4651,904,виявлено витік палива
4652,2216,виявлено відкриті двері
4653,242,проникнення на об'єкт
4654,8627,виявлено відкритий люк
4655,1389,виявлено відкриту дверцята
4656,3574,виявлено витік рідини
4657,6106,крадіжка
4658,7847,проникнення
4659,7974,проникнення на територію
4660,7025,відсутність взлому
4661,4487,проникнення в приміщення
4662,8786,виявлено витік води
4663,6556,виявлено витік рідини
4664,7472,крадіжка
4665,2568,проникнення
4666,5736,виявлено витік палива
4667,631,виявлено відкриту люк
4668,4692,виявлено витік рідини
4669,2049,відсутність взлому
4670,5899,виявлено відкритий люк
4671,8858,виявлено відкрите вікно
4672,5932,виявлено відкриту люк
4673,4497,виявлено відкрите вікно
4674,148,виявлено відкриті двері
4675,9418,виявлено витік палива
4676,546,виявлено витік газу
4677,4788,виявлено відкриту кришку
4678,9289,виявлено взлом
4679,9450,проникнення в приміщення
4680,5475,виявлено витік рідини
4681,4571,виявлено підпал
4682,7757,виявлено витік газу
4683,2311,виявлено підпал
4684,2316,пожежа
4685,8314,крадіжка
4686,2122,виявлено відкриту кришку
4687,6298,виявлено відкритий люк
4688,6982,виявлено витік газу
4689,2212,виявлено відкритий люк
4690,84,виявлено відкриту кришку
4691,3333,крадіжка
4692,6480,виявлено відкриті двері
4693,1215,виявлено взлом
4694,3382,проникнення в приміщення
4695,7553,проникнення на територію
4696,6154,виявлено відкрите вікно
4697,2200,виявлено відкриті двері
4698,9529,виявлено відкриту люк
4699,7027,виявлено взлом
4700,9138,виявлено відкрите вікно
4701,2892,виявлено витік газу
4702,7156,відсутність взлому
4703,2774,виявлено підпал
4704,3607,виявлено відкрите вікно
4705,5369,проникнення на територію
4706,5765,крадіжка
4707,1342,крадіжка
4708,4296,виявлено витік палива
4709,3243,виявлено відкриту кришку
4710,1715,виявлено відкритий люк
4711,7328,виявлено відкриту дверцята
4712,5314,виявлено витік палива
4713,900,виявлено відкрите вікно
4714,8986,виявлено відкриту кришку
4715,6537,виявлено витік газу
4716,4639,проникнення
4717,3147,виявлено підпал
4718,341,виявлено витік палива
4719,9171,виявлено відкриту дверцята
4720,3116,виявлено відкриту кришку
4721,538,виявлено відкриті двері
4722,1838,виявлено витік рідини
4723,2097,відсутність взлому
4724,5961,виявлено підпал
4725,4550,проникнення
4726,9037,виявлено взлом
4727,368,виявлено відкритий люк
4728,6000,виявлено відкриту кришку
4729,1380,виявлено витік рідини
4730,3446,проникнення в приміщення
4731,4556,проникнення в приміщення
4732,2850,виявлено відкриті двері
4733,165,виявлено відкриту люк
4734,8122,відсутність взлому
4735,4569,крадіжка
4736,1902,виявлено відкриті двері
4737,8933,виявлено витік води
4738,2141,виявлено витік газу
4739,683,виявлено відкриту кришку
4740,6049,проникнення на об'єкт
4741,9621,проникнення на територію
4742,5878,виявлено відкриті двері
4743,5994,виявлено витік рідини
4744,7491,виявлено відкриту люк
4745,7017,проникнення в приміщення
4746,1499,виявлено відкриті двері
4747,4140,виявлено підпал
4748,6305,проникнення на об'єкт
4749,572,виявлено відкрите вікно
4750,2267,виявлено витік газу
4751,6705,проникнення в приміщення
4752,1949,виявлено відкрите вікно
4753,4094,виявлено витік рідини
4754,1719,виявлено витік рідини
4755,8390,виявлено відкритий люк
4756,4577,виявлено витік палива
4757,1042,проникнення на територію
4758,6237,виявлено підпал
4759,8723,проникнення в приміщення
4760,1818,виявлено відкритий люк
4761,681,проникнення на об'єкт
4762,8887,відсутність взлому
4763,4006,виявлено витік газу
4764,5764,виявлено витік палива
4765,9630,проникнення на територію
4766,2902,виявлено відкриту кришку
4767,9427,проникнення в приміщення
4768,3505,виявлено витік палива
4769,2952,проникнення на об'єкт
4770,4982,виявлено відкритий люк
4771,5478,проникнення на об'єкт
4772,955,виявлено відкриту дверцята
4773,4094,виявлено витік води
4774,4874,виявлено відкритий люк
4775,7572,виявлено витік рідини
4776,2708,виявлено відкриті двері
4777,5321,виявлено підпал
4778,4687,виявлено відкриту кришку
4779,3068,проникнення в приміщення
4780,2590,проникнення на територію
4781,2327,відсутність взлому
4782,9948,виявлено відкриту люк
4783,1803,виявлено відкриті двері
4784,9193,пожежа
4785,9861,проникнення на територію
4786,5633,виявлено взлом
4787,816,виявлено відкриту кришку
4788,2527,виявлено витік води
4789,9826,виявлено витік газу
4790,1819,крадіжка
4791,1330,виявлено відкриту дверцята
4792,1083,відсутність взлому
4793,1887,проникнення на об'єкт
4794,5995,крадіжка
4795,5454,проникнення
4796,5374,крадіжка
4797,4533,виявлено витік рідини
4798,3249,виявлено відкриту кришку
4799,9790,виявлено взлом
4800,5540,пожежа
4801,7680,виявлено відкрите вікно
4802,1018,пожежа
4803,130,виявлено витік рідини
4804,5737,виявлено витік води
4805,2396,відсутність взлому
4806,2823,проникнення на територію
4807,2873,виявлено відкриту дверцята
4808,5465,виявлено витік води
4809,1829,виявлено взлом
4810,7270,виявлено взлом
4811,3827,виявлено відкритий люк
4812,3126,виявлено відкриту кришку
4813,5237,виявлено відкрите вікно
4814,6180,виявлено витік води
4815,9714,виявлено взлом
4816,4316,виявлено витік газу
4817,768,пожежа
4818,6065,виявлено відкриту кришку
4819,8814,виявлено відкриту дверцята
4820,3123,виявлено витік води
4821,4308,проникнення на територію
4822,5044,виявлено відкриті двері
4823,2028,пожежа
4824,1624,крадіжка
4825,6339,пожежа
4826,2276,виявлено відкриту люк
4827,4815,пожежа
4828,3612,проникнення на територію
4829,8135,проникнення на територію
4830,4739,виявлено відкрите вікно
4831,6052,виявлено витік води
4832,5296,виявлено відкриті двері
4833,9728,виявлено витік палива
4834,1023,виявлено підпал
4835,5206,виявлено відкрите вікно
4836,6612,проникнення на територію
4837,3258,пожежа
4838,6243,пожежа
4839,7197,відсутність взлому
4840,5100,виявлено відкритий люк
4841,1770,виявлено відкрите вікно
4842,5582,відсутність взлому
4843,3730,виявлено витік рідини
4844,1643,виявлено відкриту кришку
4845,2967,крадіжка
4846,2868,виявлено витік рідини
4847,5393,проникнення на об'єкт
4848,5997,виявлено взлом
4849,3030,виявлено витік води
4850,7698,виявлено взлом
4851,3704,крадіжка
4852,9972,виявлено відкриту дверцята
4853,4920,проникнення на об'єкт
4854,3099,проникнення в приміщення
4855,3570,відсутність взлому
4856,3279,виявлено витік палива
4857,3995,виявлено відкрите вікно
4858,1789,виявлено відкриту дверцята
4859,1083,виявлено витік палива
4860,5892,відсутність взлому
4861,4249,виявлено витік палива
4862,8887,виявлено підпал
4863,5314,виявлено відкриті двері
4864,325,виявлено відкриту кришку
4865,3803,виявлено витік палива
4866,3526,виявлено витік палива
4867,4965,виявлено відкриту дверцята
4868,7703,проникнення на територію
4869,2889,виявлено відкриту кришку
4870,8305,виявлено витік палива
4871,2301,проникнення в приміщення
4872,3860,виявлено витік палива
4873,4640,виявлено відкриті двері
4874,8556,проникнення в приміщення
4875,7862,виявлено відкрите вікно
4876,5616,виявлено підпал
4877,3471,пожежа
4878,5429,виявлено відкриту люк
4879,7844,виявлено відкрите вікно
4880,8514,проникнення на територію
4881,3357,виявлено відкрите вікно
4882,2776,проникнення
4883,4894,проникнення
4884,4810,виявлено витік газу
4885,5660,крадіжка
4886,9097,проникнення на територію
4887,7736,проникнення на територію
4888,9025,виявлено взлом
4889,637,виявлено витік газу
4890,391,проникнення в приміщення
4891,5184,виявлено витік води
4892,740,виявлено відкриті двері
4893,7077,відсутність взлому
4894,224,виявлено відкритий люк
4895,2145,виявлено витік води
4896,2780,виявлено витік палива
4897,4638,виявлено витік рідини
4898,8800,виявлено витік палива
4899,9797,відсутність взлому
4900,2618,виявлено відкриту люк
4901,580,виявлено відкритий люк
4902,7671,крадіжка
4903,7928,проникнення на територію
4904,3966,виявлено підпал
4905,9648,виявлено взлом
4906,4214,проникнення
4907,700,крадіжка
4908,7074,виявлено відкриту люк
4909,6365,виявлено витік газу
4910,7000,проникнення на об'єкт
4911,1178,виявлено витік газу
4912,1673,проникнення на об'єкт
4913,4566,проникнення
4914,2689,виявлено відкриті двері
4915,972,проникнення на територію
4916,3170,виявлено витік рідини
4917,3222,виявлено взлом
4918,3680,проникнення на територію
4919,4696,виявлено відкриту дверцята
4920,1016,виявлено взлом
4921,6419,відсутність взлому
4922,7796,проникнення в приміщення
4923,1284,виявлено підпал
4924,7018,відсутність взлому
4925,9186,проникнення на об'єкт
4926,1372,виявлено відкритий люк
4927,5780,виявлено витік палива
4928,4191,відсутність взлому
4929,1054,проникнення на територію
4930,7011,виявлено витік рідини
4931,9171,виявлено відкритий люк
4932,1504,крадіжка
4933,7403,виявлено витік рідини
4934,3367,крадіжка
4935,1241,проникнення в приміщення
4936,9364,виявлено витік рідини
4937,6375,виявлено витік палива
4938,9529,виявлено витік води
4939,7377,виявлено підпал
4940,4513,виявлено відкриту дверцята
4941,2178,виявлено відкриту кришку
4942,6265,проникнення в приміщення
4943,2905,крадіжка
4944,3561,виявлено витік палива
4945,449,проникнення в приміщення
4946,7490,виявлено витік води
4947,2122,виявлено витік рідини
4948,5021,проникнення на об'єкт
4949,5320,виявлено витік води
4950,5876,крадіжка
4951,6551,виявлено відкритий люк
4952,2572,виявлено витік палива
4953,7670,виявлено витік рідини
4954,607,виявлено витік води
4955,7856,пожежа
4956,7182,виявлено відкриті двері
4957,5440,виявлено підпал
4958,9864,виявлено витік рідини
4959,4905,виявлено відкриту кришку
4960,1044,виявлено відкриту дверцята
4961,9981,проникнення в приміщення
4962,5196,виявлено витік палива
4963,4225,проникнення на територію
4964,4786,пожежа
4965,4510,виявлено підпал
4966,5140,виявлено витік палива
4967,123,проникнення
4968,1208,виявлено витік води
4969,9452,виявлено підпал
4970,7324,проникнення
4971,8212,виявлено відкриту кришку
4972,2678,виявлено відкриті двері
4973,5166,крадіжка
4974,444,виявлено витік рідини
4975,8971,пожежа
4976,7825,виявлено взлом
4977,1032,виявлено витік води
4978,6012,виявлено відкриту кришку
4979,6180,виявлено підпал
4980,4595,виявлено витік палива
4981,689,виявлено відкриту дверцята
4982,4344,проникнення на територію
4983,5667,виявлено витік рідини
4984,3072,виявлено відкриту дверцята
4985,4893,виявлено витік палива
4986,2755,відсутність взлому
4987,9707,виявлено відкрите вікно
4988,8566,проникнення
4989,322,крадіжка
4990,312,виявлено витік газу
4991,5843,відсутність взлому
4992,2837,проникнення на об'єкт
4993,8662,виявлено витік води
4994,8569,пожежа
4995,8374,виявлено підпал
4996,9706,проникнення на територію
4997,6483,виявлено витік води
4998,1188,виявлено підпал
4999,3953,виявлено відкритий люк
5000,1354,виявлено відкриті двері
5001,2431,виявлено витік води
5002,551,виявлено відкриту дверцята
5003,4731,проникнення
5004,9272,виявлено витік рідини
5005,420,виявлено відкрите вікно
5006,7933,виявлено витік палива
5007,1085,проникнення
5008,9838,виявлено відкрите вікно
5009,7825,виявлено відкритий люк
5010,736,виявлено відкриту люк
5011,8656,виявлено взлом
5012,5290,виявлено відкритий люк
5013,2294,проникнення на об'єкт
5014,8588,виявлено взлом
5015,4838,виявлено взлом
5016,7867,виявлено відкритий люк
5017,7581,виявлено витік палива
5018,5164,виявлено відкриту дверцята
5019,4951,проникнення в приміщення
5020,8472,виявлено взлом
5021,1146,виявлено взлом
5022,4772,виявлено відкриту люк
5023,1852,проникнення в приміщення
5024,4380,виявлено витік палива
5025,94,проникнення
5026,7004,виявлено відкриту кришку
5027,8688,виявлено витік газу
5028,3055,виявлено відкрите вікно
5029,3194,проникнення на об'єкт
5030,146,виявлено підпал
5031,6555,проникнення в приміщення
5032,4611,виявлено відкритий люк
5033,5643,проникнення в приміщення
5034,8622,виявлено підпал
5035,6670,проникнення в приміщення
5036,9523,проникнення на об'єкт
5037,8861,проникнення в приміщення
5038,7207,виявлено відкриту люк
5039,5806,виявлено відкриту люк
5040,11,виявлено відкритий люк
5041,5698,проникнення в приміщення
5042,9383,виявлено відкрите вікно
5043,3844,крадіжка
5044,8828,проникнення в приміщення
5045,5186,виявлено відкрите вікно
5046,4535,відсутність взлому
5047,7860,виявлено витік рідини
5048,9373,виявлено витік води
5049,7273,виявлено взлом
5050,8215,проникнення на територію
5051,7088,проникнення
5052,7686,виявлено витік рідини
5053,7443,виявлено витік палива
5054,3549,пожежа
5055,1501,виявлено відкриту дверцята
5056,3163,крадіжка
5057,103,проникнення на територію
5058,7913,виявлено відкрите вікно
5059,5354,виявлено витік палива
5060,927,виявлено відкритий люк
5061,3488,виявлено відкриті двері
5062,6497,виявлено відкриту кришку
5063,4251,виявлено підпал
5064,3785,виявлено відкриту дверцята
5065,4503,виявлено відкриту дверцята
5066,954,виявлено відкриту кришку
5067,8244,проникнення в приміщення
5068,5342,виявлено підпал
5069,7978,виявлено витік води
5070,852,виявлено відкриту кришку
5071,3722,виявлено відкрите вікно
5072,424,виявлено витік води
5073,121,проникнення
5074,5654,виявлено відкрите вікно
5075,3410,пожежа
5076,2098,виявлено витік води
5077,8404,крадіжка
5078,7094,виявлено витік рідини
5079,5353,проникнення на територію
5080,2450,виявлено відкриту дверцята
5081,8402,виявлено витік води
5082,1462,виявлено витік рідини
5083,2828,виявлено відкриту дверцята
5084,7060,виявлено відкриту кришку
5085,4794,проникнення в приміщення
5086,8571,виявлено відкриті двері
5087,8164,виявлено витік палива
5088,6723,крадіжка
5089,1192,виявлено відкриту люк
5090,1735,виявлено відкриту люк
5091,919,проникнення на територію
5092,9723,проникнення в приміщення
5093,9385,виявлено відкриті двері
5094,4037,проникнення в приміщення
5095,9652,пожежа
5096,1640,виявлено відкриту кришку
5097,6824,проникнення на об'єкт
5098,7073,виявлено витік води
5099,1288,проникнення в приміщення
5100,1028,проникнення на територію
5101,2537,виявлено витік палива
5102,2599,виявлено відкриту люк
5103,3777,проникнення в приміщення
5104,8515,виявлено відкрите вікно
5105,6275,проникнення в приміщення
5106,2771,проникнення в приміщення
5107,3830,виявлено витік палива
5108,7504,проникнення в приміщення
5109,9327,проникнення на об'єкт
5110,5683,проникнення
5111,648,виявлено витік рідини
5112,9601,виявлено відкриту люк
5113,6982,виявлено витік палива
5114,9416,пожежа
5115,1423,виявлено витік води
5116,7433,виявлено відкриті двері
5117,5152,пожежа
5118,4213,проникнення
5119,9138,виявлено витік рідини
5120,1605,виявлено взлом
5121,1686,виявлено витік палива
5122,7525,відсутність взлому
5123,5777,виявлено взлом
5124,9278,виявлено підпал
5125,5796,відсутність взлому
5126,5663,виявлено відкритий люк
5127,3916,проникнення в приміщення
5128,4200,пожежа
5129,1998,виявлено відкриту люк
5130,7364,виявлено відкриту кришку
5131,2894,проникнення на об'єкт
5132,387,проникнення в приміщення
5133,3953,виявлено відкриту люк
5134,3193,виявлено витік палива
5135,3046,виявлено витік води
5136,6607,відсутність взлому
5137,3481,виявлено взлом
5138,6273,проникнення
5139,6241,виявлено витік палива
5140,8462,виявлено відкриті двері
5141,5929,виявлено витік рідини
5142,1459,виявлено відкриту дверцята
5143,4213,виявлено відкриту дверцята
5144,4900,виявлено відкритий люк
5145,881,виявлено відкриті двері
5146,5281,виявлено витік рідини
5147,4101,відсутність взлому
5148,5400,виявлено відкриту дверцята
5149,4702,виявлено витік палива
5150,7501,проникнення на територію
5151,497,виявлено відкриту люк
5152,7587,виявлено витік газу
5153,5483,проникнення в приміщення
5154,1968,проникнення на територію
5155,6928,відсутність взлому
5156,4477,виявлено витік води
5157,882,виявлено витік палива
5158,3601,виявлено відкриту дверцята
5159,3224,виявлено відкритий люк
5160,4869,проникнення в приміщення
5161,9063,виявлено відкритий люк
5162,3850,виявлено відкриті двері
5163,7404,виявлено відкрите вікно
5164,8195,крадіжка
5165,9498,виявлено витік палива
5166,6027,виявлено витік палива
5167,8923,виявлено відкриту кришку
5168,7612,виявлено відкриту кришку
5169,2381,виявлено витік газу
5170,2809,відсутність взлому
5171,3445,виявлено відкритий люк
5172,1613,крадіжка
5173,5685,виявлено відкриту люк
5174,1201,виявлено відкрите вікно
5175,2013,крадіжка
5176,3640,виявлено відкриту кришку
5177,6282,виявлено витік газу
5178,4282,виявлено відкриті двері
5179,5142,проникнення на територію
5180,3596,проникнення в приміщення
5181,4123,пожежа
5182,8265,виявлено взлом
5183,4565,виявлено витік газу
5184,6472,виявлено відкритий люк
5185,4594,виявлено відкрите вікно
5186,8644,виявлено витік палива
5187,3868,пожежа
5188,8484,виявлено відкритий люк
5189,8796,виявлено відкритий люк
5190,1902,виявлено витік газу
5191,9663,проникнення на об'єкт
5192,3847,виявлено підпал
5193,8102,проникнення на територію
5194,315,виявлено витік газу
5195,4223,виявлено відкриту дверцята
5196,6417,проникнення на об'єкт
5197,6268,виявлено відкриту дверцята
5198,577,виявлено підпал
5199,4335,виявлено відкриту кришку
5200,8861,пожежа
5201,4240,проникнення
5202,5237,виявлено відкрите вікно
5203,528,виявлено відкриту кришку
5204,9299,виявлено відкриту дверцята
5205,3262,виявлено витік газу
5206,4218,крадіжка
5207,7037,виявлено підпал
5208,8346,виявлено відкриті двері
5209,8582,пожежа
5210,3418,виявлено відкриту дверцята
5211,1690,виявлено витік палива
5212,6997,проникнення на об'єкт
5213,4267,виявлено підпал
5214,7185,виявлено витік палива
5215,4651,виявлено відкриту дверцята
5216,5324,проникнення
5217,5512,виявлено витік палива
5218,7218,виявлено відкриту люк
5219,838,проникнення на об'єкт
5220,7857,виявлено витік рідини
5221,4427,виявлено витік рідини
5222,3461,виявлено витік газу
5223,2793,крадіжка
5224,3556,проникнення на територію
5225,4565,проникнення
5226,3046,виявлено відкриту дверцята
5227,191,виявлено витік палива
5228,5117,пожежа
5229,3343,відсутність взлому
5230,2982,проникнення
5231,9424,виявлено витік газу
5232,9243,виявлено витік газу
5233,2658,виявлено витік палива
5234,7712,виявлено витік води
5235,3129,виявлено відкриті двері
5236,7992,виявлено витік води
5237,6659,виявлено відкритий люк
5238,158,проникнення в приміщення
5239,8473,виявлено відкритий люк
5240,2992,виявлено відкриту кришку
5241,4368,виявлено витік рідини
5242,7573,виявлено витік палива
5243,4810,виявлено відкриту люк
5244,3756,виявлено взлом
5245,1811,виявлено відкриті двері
5246,2291,виявлено відкриту кришку
5247,7634,виявлено відкрите вікно
5248,9517,виявлено відкриту дверцята
5249,5814,проникнення на територію
5250,1078,крадіжка
5251,4161,проникнення
5252,3099,виявлено витік газу
5253,8457,проникнення в приміщення
5254,477,виявлено взлом
5255,2449,проникнення
5256,5786,виявлено відкриту люк
5257,515,проникнення в приміщення
5258,4395,виявлено відкрите вікно
5259,1975,пожежа
5260,4092,виявлено витік рідини
5261,1911,крадіжка
5262,5399,виявлено витік води
5263,6968,крадіжка
5264,2314,виявлено відкриту кришку
5265,683,виявлено витік води
5266,7115,виявлено відкриті двері
5267,4596,виявлено відкрите вікно
5268,5394,виявлено відкрите вікно
5269,2117,проникнення на об'єкт
5270,8139,виявлено взлом
5271,1522,проникнення в приміщення
5272,3381,виявлено відкритий люк
5273,4641,виявлено витік палива
5274,343,виявлено взлом
5275,8294,виявлено витік газу
5276,407,пожежа
5277,6627,виявлено витік палива
5278,1616,проникнення на територію
5279,5801,відсутність взлому
5280,8335,виявлено відкриту дверцята
5281,7839,виявлено витік рідини
5282,8063,відсутність взлому
5283,7078,відсутність взлому
5284,7880,виявлено витік газу
5285,8968,виявлено взлом
5286,2057,виявлено підпал
5287,1937,виявлено відкриті двері
5288,1958,проникнення в приміщення
5289,6544,крадіжка
5290,3636,виявлено підпал
5291,2391,виявлено взлом
5292,9965,виявлено відкриту дверцята
5293,3536,виявлено відкритий люк
5294,7579,проникнення на територію
5295,4262,виявлено відкриту люк
5296,7677,виявлено відкриту кришку
5297,6334,виявлено підпал
5298,8254,виявлено витік рідини
5299,9029,проникнення в приміщення
5300,3113,крадіжка
5301,2309,виявлено витік рідини
5302,3155,відсутність взлому
5303,9285,виявлено відкриті двері
5304,3696,виявлено підпал
5305,9181,виявлено підпал
5306,4128,пожежа
5307,621,відсутність взлому
5308,8745,виявлено відкриту люк
5309,3391,виявлено витік палива
5310,2571,проникнення на об'єкт
5311,5865,проникнення на об'єкт
5312,5546,виявлено відкритий люк
5313,7166,проникнення на об'єкт
5314,399,виявлено витік води
5315,2860,крадіжка
5316,7432,виявлено відкрите вікно
5317,3476,крадіжка
5318,3997,проникнення в приміщення
5319,8075,виявлено витік газу
5320,9939,виявлено відкриті двері
5321,4761,проникнення
5322,8099,крадіжка
5323,7569,виявлено витік палива
5324,3241,виявлено витік води
5325,2563,виявлено взлом
5326,9074,виявлено відкриту дверцята
5327,4485,проникнення на територію
5328,9478,виявлено підпал
5329,9345,виявлено відкриту дверцята
5330,7675,проникнення на об'єкт
5331,3192,проникнення на територію
5332,3783,виявлено відкриту дверцята
5333,7606,виявлено витік води
5334,7776,виявлено відкриті двері
5335,8257,проникнення
5336,3224,пожежа
5337,4793,виявлено відкриту люк
5338,2468,проникнення
5339,1687,виявлено витік води
5340,261,проникнення
5341,7327,виявлено витік палива
5342,4529,виявлено відкриту люк
5343,3329,виявлено взлом
5344,9539,проникнення на об'єкт
5345,3858,виявлено підпал
5346,943,виявлено відкриту кришку
5347,7041,виявлено відкриту кришку
5348,4044,проникнення в приміщення
5349,7304,виявлено витік палива
5350,8802,виявлено витік газу
5351,2263,пожежа
5352,8921,відсутність взлому
5353,896,виявлено взлом
5354,3528,виявлено взлом
5355,5588,виявлено витік газу
5356,3001,виявлено відкриту кришку
5357,4428,відсутність взлому
5358,7326,виявлено витік газу
5359,6471,виявлено витік води
5360,4982,проникнення в приміщення
5361,9822,проникнення на територію
5362,2479,виявлено витік газу
5363,9683,проникнення в приміщення
5364,1537,виявлено відкриту кришку
5365,9355,виявлено відкриті двері
5366,2415,виявлено відкритий люк
5367,9621,виявлено відкриті двері
5368,9808,виявлено витік води
5369,9295,виявлено витік води
5370,3237,проникнення в приміщення
5371,9610,виявлено витік води
5372,7203,проникнення в приміщення
5373,1169,виявлено відкритий люк
5374,6035,виявлено відкрите вікно
